input,status,error,joint,N,e,D,M,M_abs,reduction_factor,N_red,M_abs_red,txt,out,plot,arch_plot
klenba_4.in,OK,,5,98.141975,0.056484,0.14,-1.3264869341000007,1.3264869341000007,0.9988155997999403,98.02573562517574,1.3249158427098762,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,6,97.447723,0.053558,0.14,-1.6022354615660004,1.6022354615660004,0.9988155997999403,97.33230589738343,1.6003377735647788,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,7,96.872049,0.051642,0.14,-1.7783770755420008,1.7783770755420008,0.9988155997999403,96.75731372578421,1.7762707653779473,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,8,96.411252,0.050743,0.14,-1.8565914797640004,1.8565914797640004,0.9988155997999403,96.2970624938432,1.8543925324439388,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,9,96.062112,0.050858,0.14,-1.8388209479040005,1.8388209479040005,0.9988155997999403,95.94833601532903,1.836643048005429,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,10,95.822484,0.051983,0.14,-1.7264336942280005,1.7264336942280005,0.9988155997999403,95.70899183078018,1.7243889058151671,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,11,95.690039,0.054109,0.14,-1.520610409749001,1.520610409749001,0.9988155997999403,95.57670369866467,1.5188093984754814,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,12,95.66372,0.057221,0.14,-1.2224866778800005,1.2224866778800005,0.9988155997999403,95.55041587089354,1.2210387644141492,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,13,95.742601,0.061305,0.14,-0.8324819156950007,0.8324819156950007,0.9988155997999403,95.62920344422136,0.8314959239475055,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,14,95.926802,0.066342,0.14,-0.3509002417160008,0.3509002417160008,0.9988155997999403,95.8131862765201,0.35048463539951136,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,15,96.216882,0.072309,0.14,0.22216478053799918,0.22216478053799918,0.9988155997999403,96.10292270571007,0.22190164852748376,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,16,96.561387,0.079139,0.14,0.8824745157929994,0.8824745157929994,0.9988155997999403,96.44701967391916,0.8814293127999465,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,17,96.755836,0.084702,0.14,1.4225043008719993,1.4225043008719993,0.9988155997999403,96.64123836848465,1.4208194864934607,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,18,96.931699,0.087934,0.14,1.738373089865999,1.738373089865999,0.9988155997999403,96.81689307631227,1.7363141604305834,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,19,97.093723,0.088898,0.14,1.8348771772539998,1.8348771772539998,0.9988155997999403,96.97872517505425,1.832703948358175,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,20,97.247245,0.087666,0.14,1.7179698301699988,1.7179698301699988,0.9988155997999403,97.13206534356675,1.7159350663594488,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,21,97.398627,0.084318,0.14,1.3945535413859997,1.3945535413859997,0.9988155997999403,97.28326804669567,1.392901831892588,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,22,97.554728,0.07894,0.14,0.872139268319999,0.872139268319999,0.9988155997999403,97.43918416064002,0.8711063063961209,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,23,97.723246,0.07163,0.14,0.1592888909799993,0.1592888909799993,0.9988155997999403,97.60750256788712,0.15910022918565528,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,24,97.91226,0.062494,0.14,-0.7349294235600006,0.7349294235600006,0.9988155997999403,97.7962926996677,0.7340589730037064,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_4.in,OK,,25,98.130351,0.051648,0.14,-1.8008882015520007,1.8008882015520007,0.9988155997999403,98.01412539264368,1.7987552292057973,..\klenba_batch_outputs\klenba_4.txt,..\klenba_batch_outputs\klenba_4.out,..\klenba_batch_outputs\klenba_4_interaction.png,..\klenba_batch_outputs\klenba_4_arch.png
klenba_5.in,OK,,0,168.958412,0.081352,0.14,1.9180158930239979,1.9180158930239979,0.5617597450958552,94.91403445692049,1.0774641191549603,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,1,167.420714,0.075036,0.14,0.8431307157039998,0.8431307157039998,0.5617597450958552,94.05021762040609,0.47363689593636493,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,2,165.596713,0.069245,0.14,-0.12502551831500094,0.12502551831500094,0.5617597450958552,93.0255672835915,0.07023430329911211,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,3,163.963471,0.064009,0.14,-0.9823051547610017,0.9823051547610017,0.5617597450958552,92.10807767399166,0.5518194933448849,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,4,162.518619,0.059383,0.14,-1.7254601779230014,1.7254601779230014,0.5617597450958552,91.29641798277042,0.9692940697230743,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,5,161.258807,0.055414,0.14,-2.352120958902001,2.352120958902001,0.5617597450958552,90.58870631478172,1.3213268703074068,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,6,160.181285,0.052146,0.14,-2.8598766623900014,2.8598766623900014,0.5617597450958552,89.98339783072655,1.6065635848697923,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,7,159.283269,0.049613,0.14,-3.2473080051030014,3.2473080051030014,0.5617597450958552,89.47892859147454,1.8242069171943922,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,8,158.562969,0.047842,0.14,-3.513438267102001,3.513438267102001,0.5617597450958552,89.07429304708201,1.9737081853372433,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,9,158.017535,0.046855,0.14,-3.657315847575001,3.657315847575001,0.5617597450958552,88.7678901822754,2.0545328182687643,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,10,157.645959,0.046667,0.14,-3.678353161347001,3.678353161347001,0.5617597450958552,88.55915374323165,2.0663507342908245,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,11,157.44656,0.047284,0.14,-3.5765560569600012,3.5765560569600012,0.5617597450958552,88.44713941181928,2.0091652188788873,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,12,157.418896,0.04871,0.14,-3.3514482958400005,3.3514482958400005,0.5617597450958552,88.43159889023094,1.8827087403730172,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,13,157.562591,0.050937,0.14,-3.0036156722330003,3.0036156722330003,0.5617597450958552,88.5123209568025,1.6873103743995261,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,14,157.877771,0.053956,0.14,-2.5329909579240013,2.5329909579240013,0.5617597450958552,88.68937639326181,1.4229323548534931,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,15,158.365118,0.057749,0.14,-1.9401310606180007,1.9401310606180007,0.5617597450958552,88.96314831975504,1.0898875300653192,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,16,159.025832,0.062291,0.14,-1.2259301388880013,1.2259301388880013,0.5617597450958552,89.33431084797631,0.68867820232705,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,17,159.861512,0.067553,0.14,-0.3911811198640008,0.3911811198640008,0.5617597450958552,89.803762231758,0.21974980618111228,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,18,160.874093,0.073499,0.14,0.562898451406998,0.562898451406998,0.5617597450958552,90.3725894762069,0.31621369057724685,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,19,161.918397,0.080103,0.14,1.635861564890998,1.635861564890998,0.5617597450958552,90.9592374250495,0.9189611757052739,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,20,162.309287,0.085348,0.14,2.491122936875998,2.491122936875998,0.5617597450958552,91.17882369181002,1.3994125860218989,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,21,162.655456,0.087762,0.14,2.8890862094719996,2.8890862094719996,0.5617597450958552,91.3732875010101,1.622972332592941,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,22,162.965267,0.087418,0.14,2.8385290206059985,2.8385290206059985,0.5617597450958552,91.54732684939799,1.5945713390628133,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,23,163.247765,0.08439,0.14,2.34913533835,2.34913533835,0.5617597450958552,91.70602285386808,1.3196496688671617,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
klenba_5.in,OK,,24,163.512547,0.078755,0.14,1.431552348985,1.431552348985,0.5617597450958552,91.85476672269405,0.8041884826571863,..\klenba_batch_outputs\klenba_5.txt,..\klenba_batch_outputs\klenba_5.out,..\klenba_batch_outputs\klenba_5_interaction.png,..\klenba_batch_outputs\klenba_5_arch.png
